Phylum,Class,Order,Family,Genus,Species,Subspecies,Authority,Year,ID,State,County,Cave,TypeLoc,Lat,Lon,Notes,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Greenbrier,Pollock Saltpetre  Cave,,37.7714,-80.6097,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Greenbrier,Seep Cave No. 2,,37.9498,-80.3952,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Greenbrier,Sinks of the Run Cave,,37.7778,-80.5428,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Greenbrier,Stove Cave,,37.9467,-80.4542,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Greenbrier,The Hole  ,,37.9381,-80.3522,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Greenbrier,Upper Lost Cave,,37.7305,-80.5967,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Monongalia,Beaver Hole Lower Cave,,39.6200,-79.7979,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Monroe,Greenville Saltpetre Cave,,37.5463,-80.6814,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Monroe,Indian Draft Cave,,37.5825,-80.6886,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Monroe,McClung-Zenith Cave,,37.5028,-80.5211,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Monroe,Rock Camp Cave,,37.4750,-80.5869,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Monroe,Scott Hollow Cave,,37.6827,-80.5579,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Monroe,Union Cave,,37.6022,-80.5097,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Blue Springs Cave,,38.1600,-80.1849,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Dreen Cave,,38.4731,-80.1139,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Grimes Cave,,38.4586,-79.8983,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Just Cave,,38.4731,-80.1128,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Linwood Cave,,38.4178,-80.0450,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Marthas Cave,,38.1268,-80.2484,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,My Cave,,38.4833,-80.0769,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Piddling Pit,,38.3417,-80.0261,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Salmon Cave,,38.2722,-80.1036,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Sharps Cave,,38.4189,-80.1467,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Steam Cave,,38.1603,-80.1972,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Pocahontas,Swecker Stream Cave,,38.4633,-80.0792,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Alpena Cave No. 1,,38.9072,-79.6547,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Aquaterra Cave,,38.7995,-79.6229,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Bazzle Cave,,38.9108,-79.5139,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Bowden Cave,,38.9122,-79.7089,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Glady Cave,,38.8094,-79.6258,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Harman Cave,,38.9153,-79.5300,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Hazelwood Cave,,38.8829,-79.5634,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Mennonite Youth Camp Cave,,38.9564,-79.5257,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Nelson Cave,,38.8036,-79.5550,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Shreve-Howell Pit,,38.8319,-79.9342,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Shreve-Howell Pit Seep,,38.8319,-79.9344,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Simmons-Mingo Cave,,38.4833,-80.0769,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Windy Run Cave No. 2,,38.5290,-79.9766,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Windy Run Cave No. 6,,38.5237,-79.9806,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Randolph,Windy Run--Post Cave,,38.5232,-79.9798,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Summers,Bargers Spring Cave,,37.6157,-80.7566,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Tucker,Big Springs Cave,,39.0447,-79.6656,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Tucker,Cave Hollow-Arbegast Cave,,39.0142,-79.5781,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Tucker,Coal Run Cave,,39.0404,-79.6170,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,holsingeri,,(Steeves),1963,,WV,Tucker,Confluence Cave,,39.0412,-79.6112,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,incurva,,(Steeves & Holsinger),1968,7,VA,Smyth,McMullin Cave,,36.8203,-81.5844,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,incurva,,(Steeves & Holsinger),1968,7,VA,Washington,Dolinger Cave,,36.7209,-81.6997,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,incurva,,(Steeves & Holsinger),1968,7,VA,Wythe,Bowles Spring ,,37.0188,-81.0712,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,incurva,,(Steeves & Holsinger),1968,7,VA,Wythe,Deep Spring Cave,,36.8306,-82.4240,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,incurva,,(Steeves & Holsinger),1968,7,VA,Wythe,Early Cave,,36.8384,-80.9735,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,incurva,,(Steeves & Holsinger),1968,7,VA,Wythe,Gardners Cave,,36.9194,-81.1367,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,incurva,,(Steeves & Holsinger),1968,7,VA,Wythe,Groseclose Cave No. 1 Cave,,36.8089,-81.1819,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,incurva,,(Steeves & Holsinger),1968,7,VA,Wythe,Lone Ash No. 2 Cave,,36.9128,-80.8291,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,incurva,,(Steeves & Holsinger),1968,7,VA,Wythe,Mockleys Cave,,36.8121,-81.1887,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,mausi,,Lewis,2009,8,VA,Warren,Brother Daves Cave,,38.9682,-78.1748,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Augusta,Barterbrook Spring Cave,,38.0608,-79.0267,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Augusta,Glade Cave,,38.2939,-79.0311,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Bath,Butler-Sinking Creek Cave,,38.1881,-79.6500,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Frederick,Ogdens Cave,,39.0450,-78.3178,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Loudoun,Rust Cave,,39.1508,-77.5275,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Page,Will Mauck Cave,,38.7061,-78.4792,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockbridge,Bathers Cave,,37.8124,-79.4437,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockbridge,Bell Cave,,37.7841,-79.3761,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockbridge,Billy Williams Cave,,37.8357,-79.3687,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockbridge,Hottinger Cave,,37.7903,-79.5975,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockbridge,Showalters Cave,,37.7583,-79.4667,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockbridge,Tolleys Cave,,37.8147,-79.4597,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockingham,Ann Millers Cave,,38.4592,-78.7542,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockingham,Cedar Hill Cave,,38.5820,-78.6767,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockingham,Endless Cave,,38.5944,-78.6761,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockingham,Massanutten Caverns,,38.4131,-78.7897,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockingham,Mauzy Spring,,38.5622,-78.7478,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Rockingham,Stonewall's Spring,,38.5674,-78.7443,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Shenandoah,Flemings Cave,,38.9456,-78.5219,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Warren,Skyline Caverns,,38.8997,-78.2167,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,9,VA,Warren,Water Hole Cave,,38.9033,-78.2078,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,,WV,Berkeley,Caskey Spring ,,39.5032,-77.8514,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,,WV,Berkeley,Nestle Quarry Cave,,39.5956,-77.8814,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,,WV,Jefferson,Ditmer Cave,,39.3319,-77.7733,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,,WV,Jefferson,George Washington Cave,,39.2550,-77.8589,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,,WV,Jefferson,Hendrix Farmhouse Spring,,39.4842,-77.8100,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,,WV,Jefferson,Hyman Farm Spring,,39.4747,-77.7983,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1949,,WV,Jefferson,Molers Cave,,39.3767,-77.7556,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,pricei,,Levi,1950,,WV,Jefferson,Priest Spring,,39.2997,-78.0110,"Collected by Fong, 31 March 2018",
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Baileys Cave,,36.7729,-82.8851,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Barney Cave,,36.7338,-83.0169,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Bowling Cave,,36.7236,-83.0753,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Burial Cave,,36.6442,-83.3819,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Cattle Cave,,36.7628,-82.9206,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Cave Springs Cave,,36.8031,-82.9189,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Combs No. 1 Cave,,36.6317,-83.1106,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Cope Cave,,36.6636,-83.2431,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Crouse Cave,,36.6928,-83.2978,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Earlys Cave,,36.7373,-82.8568,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Fisher Cave,,36.6228,-83.0611,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Gallohan No. 1 Cave,,36.6269,-83.2572,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Gallohan No. 2 Cave,,36.6258,-83.2550,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Gibson No.1 Cave,,36.6903,-83.1281,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Gilley Cave,,36.7503,-83.0208,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Gilliam Cave,,36.6461,-83.2586,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Golf Course No. 1 Cave,,36.6536,-83.1886,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Golf Course No. 2 Cave,,36.6556,-83.1883,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Hamblin School Cave,,36.6630,-83.1933,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Kinzer Hollow Cave,,36.6742,-83.2297,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Knapper Cave,,36.6749,-83.3048,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Litton No. 1 Cave,,36.7014,-82.9931,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Long  Cave,,36.6367,-83.3864,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,McClure Cave,,36.6794,-83.1878,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,McCurry Indian Cave,,36.6104,-83.2480,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Minors Saltpetre Cave,,36.6131,-83.2422,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Molly Wagle Cave,,36.6744,-83.1436,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Olinger Cave,,36.6447,-83.0625,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Reasors Cave,,36.7972,-82.8458,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Roadside No. 1 Cave,,36.6164,-83.2318,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Seal Cave,,36.6611,-83.3327,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Secret Cave,,36.7734,-82.9185,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Skull Cave,,36.6181,-83.2133,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Smiths Milk Cave,,36.6250,-83.2500,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Spangler Cave,,36.6836,-83.1914,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Sweet Potato Cave,,36.6394,-83.2528,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Tater Cave,,36.7342,-83.0142,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Taylor Pit ,,36.6447,-83.2600,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,T-Bone Cave,,36.6114,-83.2414,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Thompson Cedar Cave,,36.6697,-83.1606,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Unthanks Cave,,36.6195,-83.2192,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Lee,Young-Fugate Cave,,36.6017,-83.5950,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Banners Corner Cave,,36.8714,-82.2986,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Big Spring Cave,,36.9022,-81.9236,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Breeding Cave,,36.9319,-82.0594,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Bundys No. 2  Cave,,36.8922,-82.1289,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Bundys Pearl Cave,,36.8903,-82.1358,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Burns Cave,,36.9234,-82.0874,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Concrete Tank Cave,,36.9543,-82.0442,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Daugherty Cave,,36.9340,-82.0610,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Dickerson  Cave,,36.9108,-82.2694,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Dorton Spring Cave,,36.7800,-82.3267,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Grays Cave,,36.9092,-82.0968,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Indian Cave,,36.8794,-82.3331,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Jessie Cave,,37.0361,-81.9842,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Johnson Cave,,36.8153,-82.3689,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Munsey Cave,,36.8700,-82.1811,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Phreatic To A Fault Cave,,36.8702,-82.1515,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Porgie Bundys Cave,,36.9786,-81.8389,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Seven Springs Cave,,36.8653,-82.2464,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Smiths Cave,,36.8569,-82.1039,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Stewart Monks Cave,,36.9335,-82.0782,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Russell,Sykes Cave,,36.9656,-82.0781,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Blair-Collins Cave,,36.6742,-82.5575,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Bob Dean Cave,,36.7352,-82.5038,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Coley No. 2 Cave,,36.6619,-82.6011,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Contact Cave,,36.7314,-82.7708,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Flannery Cave,,36.7078,-82.7250,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Jack Cave,,36.7000,-82.6467,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Jessee Branch Cave,,36.7596,-82.3855,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Lane Cave,,36.6634,-82.6126,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,McDavids Cave,,36.7156,-82.7081,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Rhoton Milk & Butter Cave,,36.6840,-82.8423,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Spurlock Cave,,36.7258,-82.7847,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Sweet Potato  Cave,,36.7479,-82.7974,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Taylor No. 1 Cave,,36.6575,-82.3319,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Taylor No. 2 Cave,,36.7108,-82.7358,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Thomas Smith Cave,,36.7276,-82.5039,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Scott,Triplet Wells ,,36.7114,-82.6905,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Smyth,McMullin Cave,,36.8203,-81.5844,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Washington,Brass Kettle Hole ,,36.6689,-81.8514,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Washington,Cave Spring Cave,,36.7570,-81.8079,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Washington,David DeBusk Cave,,36.7498,-81.7685,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Washington,DeBusk Mill #1 Cave,,36.7473,-81.7756,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Washington,Fraleys Cave,,36.7168,-82.0610,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Washington,Thunder Cave,,36.7206,-81.8803,,
Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,recurvata,,(Steeves),1963,10,VA,Wise,Bloomer Cave,,36.9131,-82.6648,,
